# Aii Buffer Dump - 15625 elements
# Index,Value
1188,-0.07948806
1189,-0.0995878
1190,-0.1007721
1191,-0.06179868
1192,-0.09280839
1193,-0.09803294
1194,-0.06179902
1195,-0.08033515
1196,-0.05794054
1197,-0.08980652
1198,-0.05796164
1199,-0.09242739
1200,-0.1029371
1201,-0.05389506
1202,-0.06129578
1203,-0.1053285
1204,-0.09644059
1205,-0.09832692
1206,-0.08948981
1207,-0.09618307
1208,-0.04641484
1209,-0.04641597
1210,-0.07806771
1211,-0.08706186
1212,-0.09306968
1213,-57.55534
1214,-0.05497451
1215,-0.0549715
1216,-0.05543378
1217,-0.07040958
1218,-0.05543419
1219,-0.0553486
1220,-0.05534739
1221,-0.0712419
1222,-0.5791151
1223,-0.3481962
1224,-0.791683
1225,-0.1004426
1226,-0.1002762
1227,-0.05792732
1228,-0.07285711
1229,-0.0579345
1230,-0.05683431
1231,-0.07512945
1232,-0.07376605
1233,-0.09507511
1234,-0.05393594
1235,-0.05683133
1236,-0.05278828
1237,-55.26342
1238,-0.05206076
1239,-0.08663894
1240,-0.05205995
1241,-0.06334376
1242,-0.05166714
1243,-0.05165926
1244,-0.08536711
1245,-0.07809553
1246,-0.4732684
1247,-0.3271159
1248,-0.4018302
1249,-0.8567983
1250,-20.14217
1251,-5.302408
1252,-0.09257784
1253,-0.09101146
1254,-0.0879482
1255,-0.07786109
1256,-0.04607466
1257,-0.0460817
1258,-0.09603792
1259,-0.07626138
1260,-0.2530843
1261,-83.88192
1262,-28.11053
1263,-0.06140145
1264,-0.06467708
1265,-0.09147667
1266,-0.07973429
1267,-0.3447108
1268,-0.3961408
1269,-0.4934761
1270,-0.272141
1271,-0.2485584
1272,-12.4748
1273,-0.09336933
1274,-0.07477556
1275,-0.07364648
1276,-0.04971308
1277,-0.09770913
1278,-0.09390405
1279,-0.0497148
1280,-0.08182149
1281,-0.1752595
1282,-0.2081289
1283,-0.3261209
1284,-0.1003987
1285,-0.1004151
1286,-0.05400407
1287,-0.05539576
1288,-0.05539623
1289,-0.05529345
1290,-0.05529878
1291,-0.07758482
1292,-0.05400418
1293,-0.1269003
1294,-0.08783796
1295,-0.3381265
1296,-0.1091086
1297,-0.109092
1298,-7.964108
1299,-0.1023824
1300,-0.098831
1301,-0.09407884
1302,-0.1041515
1303,-0.09808321
1304,-0.09793711
1305,-0.09052006
1306,-0.1006398
1307,-0.1278528
1308,-0.07387006
1309,-0.07385566
1310,-0.1174594
1311,-0.2736827
1312,-0.1173915
1313,-1.097615
1314,-1.593009
1315,-25.23153
1316,-0.06654266
1317,-0.05375601
1318,-0.06789745
1319,-0.08999789
1320,-0.06702835
1321,-0.05376165
1322,-0.07920047
1323,-0.3012949
1324,-0.4040827
1325,-0.4509747
1326,-0.7971506
1327,-0.1498612
1328,-0.149888
1329,-0.307291
1330,-0.1364693
1331,-0.1107915
1332,0
1333,-0.1370292
1334,-0.1369954
1335,-0.1581304
1336,-0.1579981
1337,-5.982485
1338,-0.0535199
1339,-0.05352353
1340,-0.0592672
1341,-0.05340238
1342,-0.05340526
1343,-0.0590248
1344,-1.551767
1345,-1.854433
1346,-0.1657415
1347,-0.1156833
1348,-0.150334
1349,-0.08348124
1350,-0.1026093
1351,-0.08919566
1352,-0.1181684
1353,-0.1657744
1354,-0.08452694
1355,-0.06867221
1356,-0.1248579
1357,-0.1036895
1358,-0.09832378
1359,-0.1212345
1360,-0.1156516
1361,-0.1048092
1362,-0.0686719
1363,-2.472559
1364,-2.844703
1365,-2.098606
1366,-0.3139924
1367,-0.0688236
1368,-0.05241926
1369,-0.07881068
1370,-0.05425964
1371,-0.05242016
1372,-0.05426021
1373,-0.07267173
1374,-3.008923
1375,-2.68637
1376,-0.09499592
1377,-0.09956002
1378,-0.09906049
1379,-0.08873075
1380,-0.09143136
1381,-0.1554486
1382,-0.1002889
1383,-0.100808
1384,-0.1002791
1385,-0.09607926
1386,-0.1020805
1387,-0.09655551
1388,-1.150507
1389,-1.445808
1390,-1.242591
1391,-1.726855
1392,-2.186961
1393,-0.07290114
1394,-0.05369677
1395,-0.0536975
1396,-0.071921
1397,-0.08204574
1398,-0.07354731
1399,-0.07592431
1400,-3.782363
1401,-2.519816
1402,-2.111323
1403,-0.05985877
1404,-0.05987329
1405,-0.09638184
1406,-0.09069697
1407,-0.09648822
1408,-0.1043137
1409,-0.08944666
1410,-0.09036949
1411,-0.1013665
1412,-0.09718876
1413,-0.09498607
1414,0
1415,-0.05008676
1416,-0.05008647
1417,-0.097808
1418,-0.09610041
1419,-0.09532107
1420,-0.09944936
1421,-0.1083726
1422,-1.552795
1423,-1.210857
1424,-3.645091
1425,-0.7295595
1426,-0.05904604
1427,-0.06677722
1428,-0.0616989
1429,-0.05869503
1430,-0.06176019
1431,-0.06531765
1432,-0.06251475
1433,-0.06226709
1434,-0.06692358
1435,-0.6524074
1436,-1.749828
1437,-0.2247929
1438,-0.05560297
1439,-0.05815451
1440,-0.07140295
1441,-0.07137111
1442,-0.05815154
1443,-0.05560314
1444,-0.04430215
1445,-0.04430035
1446,-0.09511071
1447,-0.09630956
1448,-0.04679907
1449,-0.1031164
1450,-0.04680073
1451,-0.09314615
1452,-0.09693994
1453,-0.9926614
1454,-18.16126
1455,-0.06059873
1456,-0.0655207
1457,-0.06552241
1458,-0.06594586
1459,-0.06060084
1460,-0.06594456
1461,-0.1028617
1462,-0.2328076
1463,-0.1273996
1464,-0.1954148
1465,-0.2692322
1466,-0.2203553
1467,-0.09580182
1468,-0.04642493
1469,-0.09326144
1470,-0.04642522
1471,-0.07922842
1472,-1.921103
1473,-2.683585
1474,-9.78305
1475,-3.048034
1476,-0.04821054
1477,-0.04821052
1478,-0.05287518
1479,-0.08456029
1480,-0.08305651
1481,-0.05287149
1482,-0.08804255
1483,-4.724478
1484,-93.21508
1485,-0.7139408
1486,-4.159138
1487,-8.883053
1488,-0.09727275
1489,-0.08342123
1490,-0.09443888
1491,-0.09673463
1492,-0.0870236
1493,-0.0914738
1494,-0.1032537
1495,-0.0890763
1496,-3.930619
1497,-0.1915002
1498,-0.191461
1499,-4.247148
1500,-0.6910077
1501,-1.299931
1502,-6.62244
1503,-0.09353387
1504,-0.08896675
1505,-0.09848966
1506,-0.111458
1507,-0.103982
